<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.06.16	15:40:00	1.04248	1.04253	1.04159	1.04248	1038	0	0
2022.06.16	15:45:00	1.04253	1.04314	1.04193	1.04313	982	0	0
2022.06.16	15:50:00	1.04309	1.04367	1.04296	1.04332	939	0	0
2022.06.16	15:55:00	1.04332	1.04332	1.04204	1.04283	661	0	0
2022.06.16	16:00:00	1.04284	1.04535	1.04280	1.04493	989	0	0
2022.06.16	16:05:00	1.04492	1.04596	1.04464	1.04581	971	0	0
2022.06.16	16:10:00	1.04581	1.04634	1.04554	1.04566	839	0	0
2022.06.16	16:15:00	1.04566	1.04566	1.04472	1.04554	904	0	0
2022.06.16	16:20:00	1.04554	1.04629	1.04550	1.04561	704	0	0
2022.06.16	16:25:00	1.04561	1.04628	1.04537	1.04626	751	0	0
2022.06.16	16:30:00	1.04630	1.04737	1.04594	1.04611	1160	0	0
2022.06.16	16:35:00	1.04611	1.04653	1.04557	1.04631	1217	0	0
2022.06.16	16:40:00	1.04631	1.04655	1.04553	1.04553	1115	0	0
2022.06.16	16:45:00	1.04553	1.04612	1.04534	1.04591	998	0	0
2022.06.16	16:50:00	1.04591	1.04626	1.04544	1.04611	1038	0	0
2022.06.16	16:55:00	1.04611	1.04644	1.04493	1.04498	1063	0	0
2022.06.16	17:00:00	1.04498	1.04549	1.04478	1.04480	1202	0	0
2022.06.16	17:05:00	1.04479	1.04488	1.04404	1.04441	1081	0	0
2022.06.16	17:10:00	1.04440	1.04455	1.04354	1.04368	1120	0	0
2022.06.16	17:15:00	1.04369	1.04565	1.04354	1.04519	1018	0	0
2022.06.16	17:20:00	1.04519	1.04677	1.04503	1.04669	962	0	0
2022.06.16	17:25:00	1.04670	1.04794	1.04643	1.04747	1105	0	0
2022.06.16	17:30:00	1.04749	1.04822	1.04708	1.04777	1088	0	0
2022.06.16	17:35:00	1.04778	1.04927	1.04740	1.04922	1096	0	0
2022.06.16	17:40:00	1.04922	1.04961	1.04784	1.04800	1063	0	0
2022.06.16	17:45:00	1.04798	1.04858	1.04761	1.04776	1069	0	0
2022.06.16	17:50:00	1.04778	1.04945	1.04753	1.04933	1247	0	0
2022.06.16	17:55:00	1.04933	1.04999	1.04912	1.04944	1170	0	0
2022.06.16	18:00:00	1.04945	1.04973	1.04910	1.04944	975	0	0
2022.06.16	18:05:00	1.04944	1.04987	1.04933	1.04976	854	0	0
2022.06.16	18:10:00	1.04975	1.05137	1.04960	1.05116	1108	0	0
2022.06.16	18:15:00	1.05120	1.05148	1.05060	1.05145	1125	0	0
2022.06.16	18:20:00	1.05145	1.05179	1.05054	1.05071	1005	0	0
2022.06.16	18:25:00	1.05072	1.05118	1.05047	1.05080	855	0	0
2022.06.16	18:30:00	1.05081	1.05084	1.05018	1.05050	924	0	0
2022.06.16	18:35:00	1.05049	1.05055	1.05009	1.05053	881	0	0
2022.06.16	18:40:00	1.05055	1.05134	1.05023	1.05131	1011	0	0
2022.06.16	18:45:00	1.05130	1.05163	1.05097	1.05147	928	0	0
2022.06.16	18:50:00	1.05149	1.05241	1.05148	1.05236	794	0	0
2022.06.16	18:55:00	1.05233	1.05291	1.05211	1.05289	866	0	0
2022.06.16	19:00:00	1.05290	1.05339	1.05236	1.05329	945	0	0
2022.06.16	19:05:00	1.05328	1.05337	1.05224	1.05233	868	0	0
2022.06.16	19:10:00	1.05233	1.05303	1.05233	1.05294	893	0	0
2022.06.16	19:15:00	1.05297	1.05398	1.05260	1.05395	901	0	0
2022.06.16	19:20:00	1.05395	1.05437	1.05344	1.05418	874	0	0
2022.06.16	19:25:00	1.05418	1.05622	1.05412	1.05567	1076	0	0
2022.06.16	19:30:00	1.05566	1.05566	1.05429	1.05519	981	0	0
2022.06.16	19:35:00	1.05520	1.05544	1.05476	1.05521	654	0	0
2022.06.16	19:40:00	1.05521	1.05649	1.05499	1.05649	821	0	0
2022.06.16	19:45:00	1.05645	1.05730	1.05615	1.05685	1018	0	0
2022.06.16	19:50:00	1.05685	1.05708	1.05608	1.05642	1064	0	0
2022.06.16	19:55:00	1.05639	1.05650	1.05565	1.05599	1112	0	0
2022.06.16	20:00:00	1.05601	1.05631	1.05578	1.05598	829	0	0
2022.06.16	20:05:00	1.05598	1.05654	1.05570	1.05644	716	0	0
2022.06.16	20:10:00	1.05644	1.05644	1.05560	1.05569	656	0	0
2022.06.16	20:15:00	1.05568	1.05618	1.05557	1.05605	734	0	0
2022.06.16	20:20:00	1.05607	1.05619	1.05573	1.05614	655	0	0
2022.06.16	20:25:00	1.05614	1.05806	1.05540	1.05733	906	0	0
2022.06.16	20:30:00	1.05733	1.05774	1.05676	1.05755	1202	0	0
2022.06.16	20:35:00	1.05758	1.05875	1.05702	1.05865	942	0	0
2022.06.16	20:40:00	1.05865	1.05943	1.05826	1.05878	828	0	0
2022.06.16	20:45:00	1.05880	1.05954	1.05872	1.05951	441	0	0
2022.06.16	20:50:00	1.05951	1.06007	1.05897	1.06007	579	0	0
2022.06.16	20:55:00	1.06007	1.06009	1.05821	1.05850	769	0	0
2022.06.16	21:00:00	1.05850	1.05850	1.05746	1.05747	950	0	0
2022.06.16	21:05:00	1.05749	1.05770	1.05690	1.05695	660	0	0
2022.06.16	21:10:00	1.05691	1.05765	1.05691	1.05743	734	0	0
2022.06.16	21:15:00	1.05743	1.05745	1.05697	1.05703	407	0	0
2022.06.16	21:20:00	1.05703	1.05728	1.05673	1.05681	401	0	0
2022.06.16	21:25:00	1.05681	1.05726	1.05669	1.05712	581	0	0
2022.06.16	21:30:00	1.05713	1.05734	1.05659	1.05694	524	0	0
2022.06.16	21:35:00	1.05693	1.05732	1.05684	1.05726	381	0	0
2022.06.16	21:40:00	1.05726	1.05786	1.05723	1.05772	553	0	0
2022.06.16	21:45:00	1.05772	1.05829	1.05725	1.05738	624	0	0
2022.06.16	21:50:00	1.05740	1.05775	1.05690	1.05726	485	0	0
2022.06.16	21:55:00	1.05726	1.05773	1.05722	1.05749	509	0	0
2022.06.16	22:00:00	1.05749	1.05785	1.05734	1.05745	648	0	0
2022.06.16	22:05:00	1.05744	1.05744	1.05675	1.05727	646	0	0
2022.06.16	22:10:00	1.05725	1.05762	1.05714	1.05754	644	0	0
2022.06.16	22:15:00	1.05754	1.05796	1.05748	1.05781	468	0	0
2022.06.16	22:20:00	1.05780	1.05830	1.05779	1.05784	543	0	0
2022.06.16	22:25:00	1.05785	1.05803	1.05724	1.05731	465	0	0
2022.06.16	22:30:00	1.05730	1.05744	1.05701	1.05704	452	0	0
2022.06.16	22:35:00	1.05703	1.05741	1.05654	1.05676	530	0	0
2022.06.16	22:40:00	1.05676	1.05703	1.05611	1.05611	544	0	0
2022.06.16	22:45:00	1.05610	1.05615	1.05588	1.05589	444	0	0
2022.06.16	22:50:00	1.05588	1.05606	1.05551	1.05582	483	0	0
2022.06.16	22:55:00	1.05581	1.05637	1.05577	1.05610	610	0	0
2022.06.16	23:00:00	1.05611	1.05612	1.05560	1.05570	401	0	0
2022.06.16	23:05:00	1.05569	1.05573	1.05519	1.05519	247	0	0
2022.06.16	23:10:00	1.05520	1.05531	1.05513	1.05521	242	0	1
2022.06.16	23:15:00	1.05521	1.05548	1.05500	1.05500	163	0	0
2022.06.16	23:20:00	1.05501	1.05502	1.05489	1.05492	137	0	0
2022.06.16	23:25:00	1.05491	1.05491	1.05459	1.05472	201	0	0
2022.06.16	23:30:00	1.05471	1.05482	1.05466	1.05473	188	0	0
2022.06.16	23:35:00	1.05474	1.05501	1.05467	1.05495	140	0	0
2022.06.16	23:40:00	1.05495	1.05502	1.05481	1.05499	148	0	0
2022.06.16	23:45:00	1.05498	1.05518	1.05486	1.05516	133	0	0
2022.06.16	23:50:00	1.05516	1.05536	1.05516	1.05525	129	0	0
2022.06.16	23:55:00	1.05525	1.05527	1.05474	1.05483	112	0	0
2022.06.17	00:00:00	1.05454	1.05479	1.05432	1.05479	18	0	58
2022.06.17	00:05:00	1.05453	1.05496	1.05453	1.05477	46	0	40
2022.06.17	00:10:00	1.05477	1.05481	1.05460	1.05478	45	0	62
2022.06.17	00:15:00	1.05479	1.05505	1.05477	1.05481	33	0	38
2022.06.17	00:20:00	1.05482	1.05494	1.05481	1.05494	16	0	48
2022.06.17	00:25:00	1.05494	1.05505	1.05490	1.05503	32	0	29
2022.06.17	00:30:00	1.05504	1.05508	1.05496	1.05506	36	0	26
2022.06.17	00:35:00	1.05506	1.05518	1.05502	1.05518	59	0	22
2022.06.17	00:40:00	1.05518	1.05522	1.05515	1.05521	12	0	19
2022.06.17	00:45:00	1.05520	1.05520	1.05507	1.05517	38	0	18
2022.06.17	00:50:00	1.05514	1.05521	1.05509	1.05515	45	0	18
2022.06.17	00:55:00	1.05520	1.05538	1.05514	1.05532	35	0	20
2022.06.17	01:00:00	1.05532	1.05554	1.05473	1.05549	207	0	7
2022.06.17	01:05:00	1.05549	1.05560	1.05521	1.05532	175	0	2
2022.06.17	01:10:00	1.05532	1.05602	1.05518	1.05580	275	0	2
2022.06.17	01:15:00	1.05579	1.05593	1.05513	1.05521	239	0	1
2022.06.17	01:20:00	1.05521	1.05537	1.05507	1.05529	188	0	2
2022.06.17	01:25:00	1.05528	1.05529	1.05468	1.05468	150	0	2
2022.06.17	01:30:00	1.05469	1.05487	1.05454	1.05457	146	0	2
2022.06.17	01:35:00	1.05456	1.05489	1.05448	1.05471	172	0	2
2022.06.17	01:40:00	1.05472	1.05475	1.05449	1.05461	145	0	2
2022.06.17	01:45:00	1.05461	1.05462	1.05446	1.05448	68	0	2
2022.06.17	01:50:00	1.05449	1.05470	1.05448	1.05456	159	0	2
2022.06.17	01:55:00	1.05455	1.05479	1.05450	1.05478	177	0	2
2022.06.17	02:00:00	1.05479	1.05491	1.05454	1.05483	170	0	1
2022.06.17	02:05:00	1.05483	1.05500	1.05480	1.05491	170	0	1
2022.06.17	02:10:00	1.05491	1.05492	1.05471	1.05480	175	0	1
2022.06.17	02:15:00	1.05481	1.05484	1.05465	1.05476	173	0	1
2022.06.17	02:20:00	1.05477	1.05478	1.05453	1.05454	213	0	1
2022.06.17	02:25:00	1.05454	1.05470	1.05434	1.05468	138	0	1
2022.06.17	02:30:00	1.05470	1.05488	1.05468	1.05479	206	0	1
2022.06.17	02:35:00	1.05479	1.05491	1.05477	1.05487	155	0	1
2022.06.17	02:40:00	1.05488	1.05493	1.05471	1.05489	171	0	1
2022.06.17	02:45:00	1.05489	1.05509	1.05476	1.05492	192	0	0
2022.06.17	02:50:00	1.05492	1.05500	1.05464	1.05473	266	0	0
2022.06.17	02:55:00	1.05473	1.05484	1.05458	1.05464	206	0	1
2022.06.17	03:00:00	1.05467	1.05517	1.05428	1.05510	813	0	0
2022.06.17	03:05:00	1.05511	1.05520	1.05438	1.05438	762	0	0
2022.06.17	03:10:00	1.05438	1.05451	1.05407	1.05425	570	0	1
2022.06.17	03:15:00	1.05425	1.05482	1.05422	1.05464	308	0	0
2022.06.17	03:20:00	1.05459	1.05460	1.05431	1.05454	433	0	1
2022.06.17	03:25:00	1.05453	1.05454	1.05406	1.05414	417	0	0
2022.06.17	03:30:00	1.05413	1.05415	1.05360	1.05368	355	0	1
2022.06.17	03:35:00	1.05369	1.05401	1.05359	1.05394	267	0	1
2022.06.17	03:40:00	1.05394	1.05423	1.05371	1.05381	260	0	1
2022.06.17	03:45:00	1.05381	1.05403	1.05364	1.05374	218	0	1
2022.06.17	03:50:00	1.05374	1.05399	1.05352	1.05387	480	0	1
2022.06.17	03:55:00	1.05389	1.05409	1.05366	1.05409	613	0	1
2022.06.17	04:00:00	1.05409	1.05427	1.05332	1.05339	674	0	1
2022.06.17	04:05:00	1.05340	1.05385	1.05329	1.05337	476	0	0
2022.06.17	04:10:00	1.05338	1.05342	1.05279	1.05299	560	0	1
2022.06.17	04:15:00	1.05299	1.05375	1.05299	1.05337	506	0	1
2022.06.17	04:20:00	1.05340	1.05389	1.05340	1.05373	659	0	1
2022.06.17	04:25:00	1.05374	1.05407	1.05356	1.05389	433	0	1
2022.06.17	04:30:00	1.05388	1.05407	1.05359	1.05386	635	0	0
2022.06.17	04:35:00	1.05387	1.05405	1.05346	1.05360	478	0	1
2022.06.17	04:40:00	1.05359	1.05415	1.05337	1.05395	551	0	0
2022.06.17	04:45:00	1.05395	1.05401	1.05344	1.05354	437	0	1
2022.06.17	04:50:00	1.05356	1.05393	1.05330	1.05376	468	0	1
2022.06.17	04:55:00	1.05379	1.05379	1.05327	1.05336	398	0	1
2022.06.17	05:00:00	1.05336	1.05349	1.05298	1.05335	633	0	1
2022.06.17	05:05:00	1.05336	1.05340	1.05271	1.05277	352	0	1
2022.06.17	05:10:00	1.05279	1.05333	1.05277	1.05330	355	0	0
2022.06.17	05:15:00	1.05332	1.05332	1.05299	1.05325	328	0	1
2022.06.17	05:20:00	1.05325	1.05329	1.05297	1.05303	357	0	1
2022.06.17	05:25:00	1.05303	1.05325	1.05289	1.05321	309	0	1
2022.06.17	05:30:00	1.05321	1.05341	1.05298	1.05331	253	0	1
2022.06.17	05:35:00	1.05328	1.05330	1.05272	1.05274	210	0	1
2022.06.17	05:40:00	1.05273	1.05317	1.05216	1.05296	884	0	1
2022.06.17	05:45:00	1.05294	1.05324	1.05236	1.05260	1372	0	1
2022.06.17	05:50:00	1.05262	1.05301	1.05229	1.05245	999	0	1
2022.06.17	05:55:00	1.05245	1.05388	1.05220	1.05263	1558	0	1
2022.06.17	06:00:00	1.05262	1.05329	1.05258	1.05278	1067	0	0
2022.06.17	06:05:00	1.05280	1.05305	1.05262	1.05276	741	0	0
2022.06.17	06:10:00	1.05275	1.05337	1.05271	1.05335	569	0	0
2022.06.17	06:15:00	1.05336	1.05369	1.05322	1.05330	542	0	1
2022.06.17	06:20:00	1.05330	1.05335	1.05277	1.05285	514	0	1
2022.06.17	06:25:00	1.05285	1.05294	1.05265	1.05266	340	0	1
2022.06.17	06:30:00	1.05269	1.05302	1.05230	1.05242	622	0	1
2022.06.17	06:35:00	1.05241	1.05254	1.05224	1.05232	674	0	0
2022.06.17	06:40:00	1.05230	1.05247	1.05213	1.05228	443	0	0
2022.06.17	06:45:00	1.05228	1.05230	1.05171	1.05179	331	0	0
2022.06.17	06:50:00	1.05180	1.05206	1.05175	1.05180	440	0	0
2022.06.17	06:55:00	1.05182	1.05212	1.05178	1.05205	282	0	0
2022.06.17	07:00:00	1.05205	1.05256	1.05204	1.05251	327	0	0
2022.06.17	07:05:00	1.05250	1.05298	1.05248	1.05256	311	0	0
2022.06.17	07:10:00	1.05256	1.05282	1.05241	1.05256	444	0	0
2022.06.17	07:15:00	1.05253	1.05299	1.05236	1.05294	325	0	0
2022.06.17	07:20:00	1.05292	1.05294	1.05204	1.05220	492	0	0
2022.06.17	07:25:00	1.05219	1.05253	1.05209	1.05241	320	0	0
2022.06.17	07:30:00	1.05240	1.05255	1.05214	1.05244	313	0	0
2022.06.17	07:35:00	1.05244	1.05245	1.05221	1.05234	239	0	0
2022.06.17	07:40:00	1.05233	1.05270	1.05212	1.05253	350	0	0
2022.06.17	07:45:00	1.05253	1.05274	1.05223	1.05234	222	0	0
2022.06.17	07:50:00	1.05234	1.05285	1.05221	1.05280	226	0	0
2022.06.17	07:55:00	1.05280	1.05284	1.05259	1.05277	324	0	0
2022.06.17	08:00:00	1.05277	1.05287	1.05242	1.05246	390	0	0
2022.06.17	08:05:00	1.05247	1.05276	1.05234	1.05241	241	0	0
2022.06.17	08:10:00	1.05242	1.05269	1.05238	1.05266	314	0	0
2022.06.17	08:15:00	1.05266	1.05279	1.05243	1.05266	239	0	0
2022.06.17	08:20:00	1.05266	1.05274	1.05229	1.05249	359	0	0
2022.06.17	08:25:00	1.05249	1.05257	1.05212	1.05225	356	0	0
2022.06.17	08:30:00	1.05226	1.05261	1.05201	1.05259	398	0	0
2022.06.17	08:35:00	1.05262	1.05287	1.05232	1.05245	292	0	0
2022.06.17	08:40:00	1.05245	1.05278	1.05241	1.05241	352	0	0
2022.06.17	08:45:00	1.05241	1.05247	1.05210	1.05246	318	0	0
2022.06.17	08:50:00	1.05245	1.05268	1.05225	1.05246	454	0	0
2022.06.17	08:55:00	1.05244	1.05249	1.05184	1.05184	593	0	0
2022.06.17	09:00:00	1.05185	1.05205	1.05128	1.05131	992	0	0
2022.06.17	09:05:00	1.05132	1.05180	1.05113	1.05176	844	0	0
2022.06.17	09:10:00	1.05177	1.05177	1.05130	1.05140	755	0	0
2022.06.17	09:15:00	1.05140	1.05168	1.05114	1.05133	656	0	0
2022.06.17	09:20:00	1.05133	1.05148	1.05107	1.05112	546	0	0
2022.06.17	09:25:00	1.05111	1.05183	1.05095	1.05179	524	0	0
2022.06.17	09:30:00	1.05179	1.05185	1.05136	1.05142	839	0	0
2022.06.17	09:35:00	1.05141	1.05154	1.05053	1.05119	921	0	0
2022.06.17	09:40:00	1.05121	1.05137	1.05041	1.05065	1094	0	0
2022.06.17	09:45:00	1.05064	1.05089	1.05028	1.05033	709	0	0
2022.06.17	09:50:00	1.05032	1.05047	1.04999	1.05006	836	0	0
2022.06.17	09:55:00	1.05005	1.05048	1.04997	1.05004	840	0	0
2022.06.17	10:00:00	1.05003	1.05035	1.04937	1.04941	1237	0	0
2022.06.17	10:05:00	1.04941	1.05027	1.04937	1.05018	826	0	0
2022.06.17	10:10:00	1.05018	1.05118	1.05012	1.05108	856	0	0
2022.06.17	10:15:00	1.05108	1.05154	1.05097	1.05152	950	0	0
2022.06.17	10:20:00	1.05151	1.05184	1.05099	1.05176	846	0	0
2022.06.17	10:25:00	1.05176	1.05267	1.05156	1.05263	858	0	0
2022.06.17	10:30:00	1.05263	1.05307	1.05233	1.05292	992	0	0
2022.06.17	10:35:00	1.05292	1.05308	1.05214	1.05245	1004	0	0
2022.06.17	10:40:00	1.05245	1.05272	1.05197	1.05247	822	0	0
2022.06.17	10:45:00	1.05247	1.05297	1.05183	1.05199	729	0	0
2022.06.17	10:50:00	1.05201	1.05203	1.05155	1.05163	619	0	0
2022.06.17	10:55:00	1.05163	1.05189	1.05137	1.05174	558	0	0
2022.06.17	11:00:00	1.05174	1.05185	1.05104	1.05138	643	0	0
2022.06.17	11:05:00	1.05138	1.05176	1.05082	1.05091	572	0	0
2022.06.17	11:10:00	1.05090	1.05176	1.05063	1.05172	916	0	0
2022.06.17	11:15:00	1.05172	1.05177	1.05120	1.05123	601	0	0
2022.06.17	11:20:00	1.05121	1.05157	1.05083	1.05103	773	0	0
2022.06.17	11:25:00	1.05105	1.05107	1.05003	1.05019	624	0	0
2022.06.17	11:30:00	1.05019	1.05078	1.05012	1.05052	676	0	0
2022.06.17	11:35:00	1.05052	1.05074	1.04998	1.05033	556	0	0
2022.06.17	11:40:00	1.05032	1.05155	1.05022	1.05143	965	0	0
2022.06.17	11:45:00	1.05143	1.05285	1.05136	1.05259	1109	0	0
2022.06.17	11:50:00	1.05257	1.05271	1.05158	1.05159	690	0	0
